gisjoin,year,state,statea,county,countya,tracta,name,c_tot_housing_unt,c_occup_unt,c_vacant_unt,c_population,c_male_pop,c_female_pop,c_black_pop,c_ai_pop,c_asian_pop,c_pacific_islander_pop,c_multiracial_pop,c_hispanic_pop,c_white_pop,c_perc_male,c_perc_female,c_perc_black,c_perc_asian,c_perc_pacific_islander,c_perc_ai,c_perc_multiracial,c_perc_hispanic,c_perc_white,c_median_age_tot,c_mean_household_size_tot,c_total_households,c_hh_type_family,c_hh_type_family_husband_wife,c_hh_type_family_other_family,c_hh_type_family_single_male,c_hh_type_family_single_female,c_hh_type_nonfamily,c_living_alone,c_roommates,c_hh_with_children,c_hh_family_with_children,c_generations_3plus,c_generations_under3,c_mean_family_size_tot,c_total_occupied_housing_units,c_owner_occupied_units,c_renter_occupied_units,c_perc_fam_hh,c_perc_nonfam_hh,c_perc_married_hh,c_perc_single_householder_fam_hh,c_perc_living_alone,c_perc_roommates,c_perc_child_hh,c_perc_child_fam_hh,c_perc_owner_occ,c_perc_renter_occ,s_tot_mtw,s_mtw_perc_carpooled,s_mtw_perc_drove_alone,s_mtw_perc_public_transport,s_mtw_perc_bike,s_mtw_perc_walk,s_tot_ttw,s_weighted_avg_ttw,s_tot_edu,s_edu_perc_nohs,s_edu_perc_hs,s_edu_perc_some_college,s_edu_perc_college,s_edu_perc_gradschool,s_median_household_income,s_tot_public_assistance_households,s_perc_public_assistance_income,s_median_family_income,s_percapita_income,s_tot_occ,s_occ_perc_aggriculture,s_occ_perc_construction_manufacturing,s_occ_perc_trade,s_occ_perc_transport_warehousing_utils,s_occ_perc_info,s_occ_perc_finance,s_occ_perc_professional,s_occ_perc_edu_health,s_occ_perc_arts_rec_accomodations_food,s_occ_perc_public_admin,s_tot_employment_status,s_tot_foreign_lang,s_employment_status_perc_unemployed,s_foreign_lang_perc_spoken,s_med_num_rooms,s_med_yr_bult,s_med_rent,s_med_hous_val,s_tot_occupied_units,s_tot_owner_occupied,s_tot_renter_occupied,s_perc_util_gas,s_perc_gas,s_perc_elect,s_perc_oil_ker,s_perc_coal_coke,s_perc_wood,s_perc_solar,s_perc_other,s_perc_no_fuel,s_perc_comp_plump,s_perc_incom_plump,s_perc_owner_no_vehi,s_perc_owner_vehi,s_perc_renter_no_vehi,s_perc_renter_vehi
G3600470023800,2010,New York,36,Kings County,047,023800,Census Tract 238,1452,1362,90,4590,2258,2332,4,0,24,0,35,168,4367,49.19389978213508,50.80610021786492,0.08714596949891067,0.522875816993464,0,0,0.7625272331154684,3.6601307189542487,95.14161220043573,23,3.37,1362,1011,921,90,27,63,351,328,23,585,584,20,1342,4.13,1362,301,1061,74.22907488986785,25.770925110132158,67.62114537444934,6.607929515418502,24.082232011747433,1.6886930983847284,42.951541850220266,42.87812041116006,22.099853157121878,77.90014684287812,1516,3.7598944591029024,23.021108179419524,21.767810026385224,0,41.29287598944591,1362,32.51615271659325,2354,23.704333050127442,34.66440101954121,14.613423959218352,21.49532710280374,5.52251486830926,34123,1332,8.033033033033032,42031,15444,1583,0,4.737839545167404,20.40429564118762,5.8749210360075805,0.5685407454200885,14.150347441566646,7.833228048010107,38.787113076437144,3.1585596967782688,1.5792798483891344,2354,2354,40.781648258283774,75.53101104502974,4.9,1950,1064,755500,1332,477,855,77.4774774774775,1.42642642642643,4.27927927927928,16.8168168168168,0,0,0,0,0,100,0,26.6247379454927,73.3752620545073,60.7017543859649,39.2982456140351
G3600470024000,2010,New York,36,Kings County,047,024000,Census Tract 240,1470,1386,84,4693,2334,2359,46,9,57,0,37,192,4378,49.73364585552951,50.26635414447049,0.9801832516513956,1.214574898785425,0,0.19177498401875134,0.7884082676326444,4.091199659066695,93.2878755593437,25.2,3.28,1386,1006,911,95,28,67,380,335,45,622,621,24,1362,4.05,1386,303,1083,72.58297258297259,27.417027417027416,65.72871572871573,6.854256854256854,24.17027417027417,3.2467532467532463,44.877344877344875,44.8051948051948,21.861471861471863,78.13852813852814,1197,3.258145363408521,26.56641604010025,40.852130325814535,0,18.379281537176272,1084,34.58118081180812,2590,26.525096525096526,36.254826254826256,8.146718146718147,18.61003861003861,10.463320463320464,36769,1433,5.582693649685973,42287,18764,1364,0,15.249266862170089,16.055718475073313,1.466275659824047,2.126099706744868,14.442815249266863,14.95601173020528,24.34017595307918,2.4926686217008798,0.6598240469208211,2590,2590,52.93436293436293,68.76447876447877,4.2,1949,973,717800,1433,339,1094,78.9951151430565,2.02372644801117,2.93091416608514,13.3984647592463,0,0,0,0.628053035589672,2.02372644801117,100,0,35.1032448377581,64.8967551622419,61.9744058500914,38.0255941499086
G3600470024100,2010,New York,36,Kings County,047,024100,Census Tract 241,1052,913,139,2229,1163,1066,831,7,72,6,65,526,814,52.17586361597129,47.82413638402871,37.28129205921938,3.2301480484522207,0.2691790040376851,0.31404217137729923,2.9161058770749215,23.598026020637057,36.518618214445944,31.3,2.23,913,319,197,122,45,77,594,348,246,157,155,31,882,3.08,913,131,782,34.93975903614458,65.06024096385542,21.57721796276013,13.362541073384445,38.11610076670318,26.944140197152244,17.196056955093102,16.97699890470975,14.348302300109527,85.65169769989048,1080,1.7592592592592593,6.481481481481481,74.53703703703704,3.888888888888889,2.8703703703703702,967,39.17476732161324,1480,26.08108108108108,12.22972972972973,20.06756756756757,29.256756756756758,12.364864864864865,39861,857,2.6837806301050176,71250,29802,1156,0,7.352941176470589,11.505190311418685,0,6.055363321799308,11.591695501730104,18.252595155709344,19.80968858131488,13.494809688581316,7.439446366782007,1480,1480,37.432432432432435,40.2027027027027,3.3,1949,1235,495600,857,145,712,66.5110851808635,1.28354725787631,8.75145857642941,23.4539089848308,0,0,0,0,0,97.1454880294659,2.85451197053407,46.8965517241379,53.1034482758621,89.3258426966292,10.6741573033708
G3600470024200,2010,New York,36,Kings County,047,024200,Census Tract 242,1120,898,222,2984,1522,1462,10,0,160,0,17,190,2624,51.0053619302949,48.99463806970509,0.3351206434316354,5.361930294906166,0,0,0.5697050938337802,6.367292225201073,87.93565683646113,22.4,3.32,898,605,540,65,15,50,293,272,21,391,356,22,876,4.32,898,261,637,67.37193763919822,32.62806236080178,60.13363028953229,7.2383073496659245,30.28953229398664,2.338530066815145,43.54120267260579,39.643652561247215,29.06458797327394,70.93541202672606,865,11.445086705202312,24.6242774566474,34.104046242774565,0,27.976878612716767,849,36.8716136631331,1425,24.210526315789473,42.877192982456144,7.9298245614035086,15.157894736842106,9.824561403508772,42054,726,7.300275482093664,48882,20485,882,0,10.317460317460316,17.800453514739228,4.195011337868481,0,7.482993197278912,10.884353741496598,32.426303854875286,7.142857142857142,1.0204081632653061,1425,1425,43.368421052631575,68.63157894736842,5.1,1943,1177,788800,726,257,469,80.4407713498623,0,0,19.5592286501377,0,0,0,0,0,100,0,34.6303501945525,65.3696498054475,53.3049040511727,46.6950959488273
G3600470024300,2010,New York,36,Kings County,047,024300,Census Tract 243,1928,1757,171,3786,1741,2045,2552,17,104,0,121,550,598,45.9852086634971,54.01479133650291,67.40623349181195,2.7469624933967247,0,0.44902271526677234,3.1959852086634974,14.527205493924985,15.795034337031167,34.2,2.15,1757,752,301,451,87,364,1005,758,247,394,392,76,1681,3.09,1757,315,1442,42.80022766078543,57.19977233921457,17.131474103585656,25.668753557199775,43.14171883893,14.058053500284576,22.424587364826408,22.31075697211155,17.928286852589643,82.07171314741036,1693,3.3668044890726523,15.711754282339044,72.06142941523922,1.1222681630242175,3.4258712344949793,1638,47.0976800976801,2516,21.263910969793322,22.376788553259143,20.945945945945947,29.968203497615264,5.4451510333863276,26778,1611,5.58659217877095,34063,20139,1729,0,8.155002891844996,10.005783689994216,6.362058993637941,6.53556969346443,6.477732793522267,13.013302486986698,28.108733371891265,13.41816078658184,4.8004626951995375,2516,2516,35.85055643879173,16.136724960254373,4.2,1939,950,646800,1611,325,1286,64.1216635630043,4.53134698944755,3.84854127870888,25.6362507759156,0,0,0,0,1.86219739292365,99.0228013029316,0.977198697068404,41.2307692307692,58.7692307692308,81.3374805598756,18.6625194401244
G3600470024400,2010,New York,36,Kings County,047,024400,Census Tract 244,1144,920,224,3238,1636,1602,20,1,365,0,37,329,2501,50.525015441630636,49.474984558369364,0.6176652254478072,11.272390364422483,0,0.030883261272390366,1.1426806670784435,10.16059295861643,77.2390364422483,26,3.51,920,698,556,142,39,103,222,188,34,419,419,28,892,4.21,920,352,568,75.8695652173913,24.130434782608695,60.43478260869565,15.434782608695652,20.434782608695652,3.6956521739130435,45.54347826086956,45.54347826086956,38.26086956521739,61.73913043478261,1084,15.313653136531366,26.1070110701107,32.84132841328413,0,19.18819188191882,1022,39.17318982387476,1906,27.43966421825813,41.50052465897166,12.329485834207766,14.58551941238195,4.144805876180483,34617,995,5.226130653266332,41875,16434,1126,0,13.49911190053286,23.179396092362346,7.548845470692718,5.950266429840142,9.591474245115453,14.031971580817052,20.515097690941385,4.618117229129663,0,1906,1906,40.24134312696747,66.84155299055614,4.5,1939,1099,726300,995,296,699,81.8090452261306,1.10552763819095,2.01005025125628,15.0753768844221,0,0,0,0,0,100,0,16.5540540540541,83.4459459459459,53.5050071530758,46.4949928469242
G3600470024500,2010,New York,36,Kings County,047,024500,Census Tract 245,1937,1706,231,3946,1873,2073,3045,19,239,4,132,293,371,47.465788139888495,52.534211860111505,77.16675114039533,6.056766345666498,0.10136847440446022,0.481500253421186,3.3451596553471874,7.425240750126711,9.401926001013685,34.1,2.31,1706,819,323,496,109,387,887,680,207,463,457,91,1615,3.17,1706,357,1349,48.007033997655334,51.992966002344666,18.933177022274325,29.073856975381005,39.859320046893316,12.133645955451348,27.139507620164128,26.787807737397422,20.926143024618995,79.073856975381,2031,2.2156573116691285,17.676021664204825,72.32890201871,1.674052191038897,4.332840965041852,1995,46.57944862155389,2686,16.008935219657484,33.655994043186894,13.886820551005213,25.09307520476545,11.355174981384959,47396,1637,2.748930971288943,51967,23873,2052,0,12.32943469785575,7.69980506822612,7.4074074074074066,3.4600389863547756,9.01559454191033,4.7270955165692,34.50292397660819,10.76998050682261,6.968810916179337,2686,2686,29.709605361131796,29.002233804914372,3.8,1939,1049,631000,1637,550,1087,75.6872327428222,3.60415394013439,4.64263897373244,16.0659743433109,0,0,0,0,0,98.2817869415807,1.71821305841924,41.0909090909091,58.9090909090909,65.9613615455382,34.0386384544618
G3600470024600,2010,New York,36,Kings County,047,024600,Census Tract 246,1151,995,156,3256,1628,1628,21,6,873,0,29,285,2064,50,50,0.6449631449631449,26.81203931203931,0,0.18427518427518427,0.8906633906633907,8.753071253071253,63.39066339066339,32.2,3.27,995,773,598,175,55,120,222,190,32,431,426,68,927,3.79,995,439,556,77.68844221105527,22.311557788944725,60.10050251256281,17.587939698492463,19.09547738693467,3.2160804020100504,43.31658291457286,42.814070351758794,44.120603015075375,55.879396984924625,1147,2.877070619006103,35.91979075850043,50.13077593722755,0,6.2772449869224065,1117,43.65264100268577,1942,19.979402677651905,45.62306900102986,14.77857878475798,11.688980432543769,7.929969104016478,47917,980,7.653061224489796,47887,19313,1167,0,14.56726649528706,18.68037703513282,3.8560411311053984,1.8851756640959727,13.624678663239074,19.365895458440445,19.108826049700088,7.540702656383891,0.42844901456726653,1942,1942,43.666323377960865,57.826982492276,5.2,1939,1011,593900,980,386,594,75.3061224489796,1.73469387755102,1.02040816326531,17.4489795918367,0,4.48979591836735,0,0,0,96.6981132075472,3.30188679245283,22.279792746114,77.720207253886,45.2861952861953,54.7138047138047
G3600470024700,2010,New York,36,Kings County,047,024700,Census Tract 247,1088,960,128,2316,1129,1187,1754,7,188,0,73,174,187,48.747841105354055,51.25215889464594,75.73402417962004,8.117443868739207,0,0.30224525043177897,3.151986183074266,7.512953367875648,8.07426597582038,33.4,2.41,960,470,177,293,62,231,490,383,107,287,281,56,904,3.31,960,106,854,48.95833333333333,51.041666666666664,18.4375,30.520833333333336,39.895833333333336,11.145833333333334,29.895833333333332,29.270833333333336,11.041666666666666,88.95833333333333,872,2.637614678899083,9.288990825688073,76.4908256880734,1.834862385321101,9.174311926605505,867,48.65743944636678,1357,9.653647752394988,42.07811348563006,19.82313927781872,25.57111274871039,2.8739867354458366,33480,891,10.437710437710438,41898,21822,910,0,11.20879120879121,8.791208791208792,8.791208791208792,1.4285714285714286,9.56043956043956,10.329670329670328,31.758241758241756,2.197802197802198,11.758241758241757,1357,1357,32.424465733235074,4.495210022107591,3.8,1939,950,509500,891,127,764,62.6262626262626,0,7.29517396184063,30.0785634118967,0,0,0,0,0,96.6222222222222,3.37777777777778,33.0708661417323,66.9291338582677,91.2303664921466,8.7696335078534
G3600470024800,2010,New York,36,Kings County,047,024800,Census Tract 248,973,872,101,2698,1283,1415,20,2,1052,3,27,309,1304,47.55374351371386,52.44625648628614,0.7412898443291327,38.99184581171238,0.1111934766493699,0.07412898443291327,1.000741289844329,11.452928094885099,48.33209785025945,34.9,3.09,872,644,475,169,49,120,228,188,40,310,307,71,801,3.66,872,302,570,73.85321100917432,26.146788990825687,54.47247706422018,19.38073394495413,21.55963302752294,4.587155963302752,35.55045871559633,35.206422018348626,34.63302752293578,65.36697247706422,1078,6.957328385899815,14.842300556586272,69.57328385899815,0,8.62708719851577,1078,48.01576994434137,1591,27.40414833438089,35.38654934003771,13.450659962287869,17.536140791954747,6.222501571338781,48176,822,8.637469586374696,59038,22646,1105,0,18.009049773755656,11.945701357466064,7.330316742081449,1.1764705882352942,4.97737556561086,5.972850678733032,21.53846153846154,16.108597285067873,5.248868778280543,1591,1591,35.00942803268385,60.96794468887492,4.5,1939,1094,602900,822,350,472,71.8978102189781,0,6.32603406326034,21.7761557177616,0,0,0,0,0,100,0,40,60,67.1610169491525,32.8389830508475
G3600470024900,2010,New York,36,Kings County,047,024900,Census Tract 249,1948,1736,212,3823,1770,2053,3044,11,78,5,144,323,364,46.2987182840701,53.701281715929895,79.62333246141775,2.0402825006539365,0.13078733978550877,0.28773214752811926,3.7666753858226523,8.448862150143865,9.521318336385038,33.9,2.19,1736,798,300,498,98,400,938,729,209,440,435,76,1660,3.1,1736,321,1415,45.96774193548387,54.03225806451613,17.28110599078341,28.686635944700463,41.99308755760369,12.039170506912443,25.34562211981567,25.057603686635943,18.49078341013825,81.50921658986175,1777,0,20.03376477208779,67.30444569499156,0,4.164321890827237,1670,47.32335329341317,2711,16.119513094798968,29.398745850239766,17.963850977499078,19.734415344891186,16.78347473257101,43869,1588,5.100755667506298,44487,21649,1829,0,8.146528157463093,6.396938217605248,8.857299070530345,1.2575177692728268,7.927829414980864,20.612356478950247,29.74302897758338,7.818480043739748,5.248769819573537,2711,2711,33.82515676872003,15.898192548874954,4,1939,1040,692300,1588,433,1155,75.7556675062972,0,2.07808564231738,22.1662468513854,0,0,0,0,0,98.7704918032787,1.22950819672131,42.2632794457275,57.7367205542725,65.2813852813853,34.7186147186147
G3600470025000,2010,New York,36,Kings County,047,025000,Census Tract 250,634,530,104,1722,844,878,22,2,1072,0,46,211,415,49.012775842044135,50.987224157955865,1.2775842044134729,62.253193960511034,0,0.11614401858304298,2.671312427409988,12.253193960511034,24.099883855981417,38.8,3.24,530,425,312,113,35,78,105,89,16,204,203,58,472,3.65,530,251,279,80.18867924528303,19.81132075471698,58.867924528301884,21.32075471698113,16.79245283018868,3.018867924528302,38.49056603773585,38.301886792452834,47.35849056603774,52.64150943396226,941,8.71413390010627,26.673751328374067,56.11052072263549,0,8.501594048884167,941,42.789585547290116,1321,23.31566994700984,29.75018925056775,10.295230885692657,31.037093111279333,5.601816805450417,42404,574,10.104529616724738,41490,16481,963,0,10.07268951194185,21.70301142263759,6.230529595015576,4.46521287642783,1.0384215991692627,5.711318795430945,28.66043613707165,11.11111111111111,7.580477673935618,1321,1321,28.61468584405753,75.47312641937926,4.1,1939,1270,545300,574,190,384,65.5052264808362,0.348432055749129,15.8536585365854,18.2926829268293,0,0,0,0,0,100,0,37.3684210526316,62.6315789473684,35.6770833333333,64.3229166666667
