gisjoin,year,state,statea,county,countya,tracta,name,c_tot_housing_unt,c_occup_unt,c_vacant_unt,c_population,c_male_pop,c_female_pop,c_black_pop,c_ai_pop,c_asian_pop,c_pacific_islander_pop,c_multiracial_pop,c_hispanic_pop,c_white_pop,c_perc_male,c_perc_female,c_perc_black,c_perc_asian,c_perc_pacific_islander,c_perc_ai,c_perc_multiracial,c_perc_hispanic,c_perc_white,c_median_age_tot,c_mean_household_size_tot,c_total_households,c_hh_type_family,c_hh_type_family_husband_wife,c_hh_type_family_other_family,c_hh_type_family_single_male,c_hh_type_family_single_female,c_hh_type_nonfamily,c_living_alone,c_roommates,c_hh_with_children,c_hh_family_with_children,c_generations_3plus,c_generations_under3,c_mean_family_size_tot,c_total_occupied_housing_units,c_owner_occupied_units,c_renter_occupied_units,c_perc_fam_hh,c_perc_nonfam_hh,c_perc_married_hh,c_perc_single_householder_fam_hh,c_perc_living_alone,c_perc_roommates,c_perc_child_hh,c_perc_child_fam_hh,c_perc_owner_occ,c_perc_renter_occ,s_tot_mtw,s_mtw_perc_carpooled,s_mtw_perc_drove_alone,s_mtw_perc_public_transport,s_mtw_perc_bike,s_mtw_perc_walk,s_tot_ttw,s_weighted_avg_ttw,s_tot_edu,s_edu_perc_nohs,s_edu_perc_hs,s_edu_perc_some_college,s_edu_perc_college,s_edu_perc_gradschool,s_median_household_income,s_tot_public_assistance_households,s_perc_public_assistance_income,s_median_family_income,s_percapita_income,s_tot_occ,s_occ_perc_aggriculture,s_occ_perc_construction_manufacturing,s_occ_perc_trade,s_occ_perc_transport_warehousing_utils,s_occ_perc_info,s_occ_perc_finance,s_occ_perc_professional,s_occ_perc_edu_health,s_occ_perc_arts_rec_accomodations_food,s_occ_perc_public_admin,s_tot_employment_status,s_tot_foreign_lang,s_employment_status_perc_unemployed,s_foreign_lang_perc_spoken,s_med_num_rooms,s_med_yr_bult,s_med_rent,s_med_hous_val,s_tot_occupied_units,s_tot_owner_occupied,s_tot_renter_occupied,s_perc_util_gas,s_perc_gas,s_perc_elect,s_perc_oil_ker,s_perc_coal_coke,s_perc_wood,s_perc_solar,s_perc_other,s_perc_no_fuel,s_perc_comp_plump,s_perc_incom_plump,s_perc_owner_no_vehi,s_perc_owner_vehi,s_perc_renter_no_vehi,s_perc_renter_vehi
G3600810021200,2010,New York,36,Queens County,081,021200,Census Tract 212,733,704,29,2754,1428,1326,374,55,423,0,244,1598,165,51.85185185185185,48.148148148148145,13.580246913580247,15.359477124183007,0,1.9970951343500365,8.859840232389251,58.0246913580247,5.991285403050109,32.1,3.57,704,555,323,232,75,157,149,96,53,314,306,78,626,3.77,704,167,537,78.83522727272727,21.164772727272727,45.88068181818182,32.95454545454545,13.636363636363635,7.528409090909091,44.60227272727273,43.465909090909086,23.72159090909091,76.2784090909091,929,2.583423035522067,31.43164693218515,50.05382131324004,0,14.208826695371368,913,46.37677984665937,1717,61.735585323238205,16.016307513104252,9.78450786255096,11.70646476412347,0.7571345369831101,36484,665,0,47118,14090,929,0,15.392895586652314,9.68783638320775,30.355220667384287,4.413347685683531,0,4.198062432723358,17.653390742734125,9.795479009687837,0,1717,1717,38.73034362259755,65.46301688992429,4.2,1939,1080,481900,665,145,520,70.5263157894737,1.35338345864662,0,25.4135338345865,0,0,0,2.70676691729323,0,96.1428571428571,3.85714285714286,26.8965517241379,73.1034482758621,64.6153846153846,35.3846153846154
G3600810021400,2010,New York,36,Queens County,081,021400,Census Tract 214,2192,2090,102,6194,3082,3112,697,77,1998,2,485,2140,892,49.75783015821763,50.24216984178237,11.252825314820795,32.25702292541169,0.03228931223764934,1.2431385211494994,7.830158217629965,34.54956409428479,14.401033257991605,35.1,2.96,2090,1440,984,456,157,299,650,521,129,725,716,144,1946,3.52,2090,647,1443,68.89952153110048,31.100478468899524,47.08133971291866,21.818181818181817,24.928229665071772,6.172248803827751,34.688995215311,34.25837320574163,30.95693779904306,69.04306220095694,2343,6.402048655569782,25.13871105420401,61.16090482287665,0,1.4511310285958174,2223,50.73909131803869,3957,23.022491786707104,22.643416729845843,11.094263330806166,35.961587060904726,7.278241091736164,51313,2163,1.6643550624133148,52750,22799,2419,0,16.825134353038447,10.334849111202976,10.748243075651095,5.9942124844977265,5.6634973129392305,4.9607275733774285,23.232740801984292,13.890037205456801,1.9842910293509715,3957,3957,33.78822340156684,69.87616881475866,3.9,1945,1121,444400,2163,825,1338,68.0998613037448,3.05131761442441,8.36800739713361,18.6315302820157,0,0,0,1.84928340268146,0,95.206093189964193,4.79390681003584,19.8787878787879,80.1212121212121,54.2600896860987,45.7399103139013
G3600810021600,2010,New York,36,Queens County,081,021600,Census Tract 216,1947,1845,102,4016,1898,2118,538,26,604,5,251,1314,1382,47.26095617529881,52.73904382470119,13.39641434262948,15.0398406374502,0.12450199203187251,0.647410358565737,6.25,32.71912350597609,34.41235059760957,40.3,2.17,1845,956,633,323,101,222,889,743,146,386,379,69,1776,2.96,1845,692,1153,51.815718157181564,48.18428184281843,34.30894308943089,17.506775067750677,40.2710027100271,7.913279132791327,20.92140921409214,20.542005420054203,37.506775067750674,62.493224932249326,2002,4.795204795204795,31.668331668331668,57.94205794205794,0,1.948051948051948,1969,44.37125444388014,3386,16.00708800945068,21.204961606615473,17.80862374483166,27.37743650324867,17.601890135853516,61900,1794,2.229654403567447,77300,31636,2128,0,5.169172932330826,11.466165413533833,8.223684210526317,2.2086466165413534,4.55827067669173,16.823308270676694,34.58646616541353,7.283834586466166,4.887218045112782,3386,3386,34.02244536326048,54.282339043118725,3.3,1957,1151,239500,1794,519,1275,50.1114827201784,0,6.18729096989967,43.2552954292085,0,0,0,0.445930880713489,0,100,0,32.9479768786127,67.0520231213873,45.4901960784314,54.5098039215686
G3600810021900,2010,New York,36,Queens County,081,021900,Census Tract 219,4,3,1,7,4,3,0,0,3,0,0,0,4,57.14285714285714,42.857142857142854,0,42.857142857142854,0,0,0,0,57.14285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3600810022001,2010,New York,36,Queens County,081,022001,Census Tract 220.01,2857,2709,148,6074,2808,3266,1012,16,1098,2,238,1817,2088,46.229832071122814,53.77016792887718,16.661178794863353,18.077049720118538,0.03292723081988805,0.2634178465591044,3.9183404675666775,29.914389199868292,34.376028975963116,36.6,2.13,2709,1442,985,457,123,334,1267,1049,218,628,626,96,2613,2.89,2709,655,2054,53.229974160206716,46.770025839793284,36.360280546327054,16.86969361387966,38.72277593207826,8.047249907715024,23.18198597268365,23.108157991878922,24.178663713547436,75.82133628645256,2843,6.331340133661626,32.8526204713331,56.102708406612734,0,2.743580724586704,2787,51.50304987441694,4313,10.943658706236958,15.835845119406446,15.557616508230929,34.61627637375377,23.0466032923719,53058,2720,1.3235294117647058,55262,30319,2892,0,11.860304287690179,10.857538035961273,7.572614107883817,3.769017980636238,8.333333333333332,15.076071922544951,29.910096818810512,2.3167358229598896,4.840940525587829,4313,4313,32.11221887317413,60.60746580106654,3.7,1957,1237,227800,2720,660,2060,63.3823529411765,1.69117647058824,2.79411764705882,26.4705882352941,0.514705882352941,0,0,5.14705882352941,0,90.8187735525865,9.1812264474135,20.6060606060606,79.3939393939394,42.4757281553398,57.5242718446602
G3600810022002,2010,New York,36,Queens County,081,022002,Census Tract 220.02,2652,2465,187,5569,2677,2892,646,26,1302,4,283,1269,2173,48.06967139522356,51.93032860477644,11.599928173819357,23.379421799245826,0.07182618064284432,0.4668701741784881,5.0817022804812355,22.78685580894236,39.01957263422518,38.6,2.26,2465,1380,994,386,103,283,1085,943,142,600,594,92,2373,3.04,2465,1204,1261,55.98377281947262,44.01622718052739,40.32454361054767,15.659229208924948,38.25557809330628,5.760649087221095,24.34077079107505,24.0973630831643,48.843813387423936,51.15618661257606,3261,1.441275682306041,36.399877338239804,55.84176632934683,0.306654400490647,4.415823367065317,3209,45.60548457463384,4151,13.129366417730667,21.898337749939774,13.683449771139482,40.13490725126476,11.15393880992532,63943,2433,2.055076037813399,69667,31473,3348,0,8.094384707287933,5.256869772998805,7.974910394265233,5.197132616487455,12.335722819593787,10.33452807646356,32.198327359617686,6.391875746714456,2.807646356033453,4151,4151,30.354131534569984,55.697422307877616,3.9,1956,1197,216000,2433,1190,1243,60.5425400739827,1.52075626798192,3.37032470201397,32.0180846691328,0,0,0,2.0550760378134,0.493218249075216,89.1346526969344,10.8653473030656,35.546218487395,64.453781512605,42.8801287208367,57.1198712791633
G3600810022900,2010,New York,36,Queens County,081,022900,Census Tract 229,8,8,0,27,12,15,0,0,0,0,3,26,0,44.44444444444444,55.55555555555556,0,0,0,0,11.11111111111111,96.29629629629629,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3600810023000,2010,New York,36,Queens County,081,023000,Census Tract 230,562,543,19,1795,901,894,115,11,521,0,115,491,557,50.1949860724234,49.8050139275766,6.406685236768802,29.02506963788301,0,0.6128133704735376,6.406685236768802,27.35376044568245,31.03064066852368,39.4,3.27,543,407,302,105,38,67,136,108,28,202,201,47,496,3.73,543,317,226,74.95395948434623,25.04604051565378,55.61694290976059,19.337016574585636,19.88950276243094,5.156537753222836,37.20073664825046,37.01657458563536,58.3793738489871,41.62062615101289,739,2.3004059539918806,38.29499323410013,45.46684709066306,0,8.119079837618404,729,51.17832647462277,1152,15.972222222222221,13.28125,17.96875,39.0625,13.715277777777779,69306,458,0,66932,23307,767,0,17.731421121251632,11.864406779661017,9.256844850065189,1.303780964797914,1.303780964797914,10.430247718383312,20.33898305084746,12.516297262059975,8.604954367666231,1152,1152,32.03125,76.90972222222221,6,1941,1240,609000,458,328,130,77.5109170305677,0,1.96506550218341,20.5240174672489,0,0,0,0,0,94.1398865784499,5.86011342155009,4.26829268292683,95.7317073170732,33.0769230769231,66.9230769230769
G3600810023200,2010,New York,36,Queens County,081,023200,Census Tract 232,1695,1610,85,5090,2520,2570,765,30,1705,24,389,1235,994,49.50884086444008,50.491159135559926,15.029469548133594,33.49705304518664,0.4715127701375246,0.5893909626719057,7.642436149312378,24.26326129666012,19.528487229862478,36.8,2.93,1610,1104,791,313,100,213,506,393,113,574,568,137,1473,3.52,1610,596,1014,68.57142857142857,31.428571428571427,49.130434782608695,19.440993788819878,24.40993788819876,7.0186335403726705,35.65217391304348,35.27950310559006,37.01863354037267,62.98136645962733,2372,1.981450252951096,43.76053962900506,44.308600337268125,0,8.220910623946038,2341,45.44041008116189,3457,25.25310963262945,21.4926236621348,14.521261209140873,23.459647092855075,15.273358403239804,66311,1663,0,73545,26410,2423,0,8.130416838629797,9.698720594304582,18.819645068097397,2.269913330581923,7.635163021048287,11.267024349979364,24.349979364424268,7.80024762690879,6.933553446141147,3457,3457,31.501301706682096,53.45675441133931,4.2,1953,1206,546000,1663,827,836,71.9783523752255,0.541190619362598,3.7282020444979,23.2711966325917,0,0,0,0,0.481058328322309,91.7179630665921,8.28203693340795,14.0266021765417,85.9733978234583,60.6459330143541,39.3540669856459
G3600810023500,2010,New York,36,Queens County,081,023500,Census Tract 235,2679,2541,138,8278,4225,4053,168,145,2255,4,580,4987,781,51.038898284609814,48.96110171539019,2.0294757187726504,27.24087943947813,0.048320850446967864,1.7516308287025852,7.006523314810341,60.244020294757185,9.434646049770476,32.8,3.26,2541,1778,1103,675,242,433,763,469,294,1006,994,202,2339,3.67,2541,278,2263,69.9724517906336,30.02754820936639,43.408107044470675,26.564344746162927,18.457300275482094,11.570247933884298,39.590712317985044,39.11845730027548,10.940574576938213,89.05942542306178,4253,6.207383023747943,17.07030331530684,65.24806019280508,1.6694098283564545,6.113331765812368,4114,41.24039863879436,5332,31.882970742685675,30.401350337584397,14.009752438109526,19.879969992498125,3.8259564891222806,48832,2757,2.9017047515415304,44137,17845,4373,0,11.685341870569403,17.17356505831237,11.799679853647381,3.7502858449576952,6.860278984678709,6.082780699748456,15.184084152755545,21.198262062657214,1.6235993597072946,5332,5332,24.193548387096776,87.58439609902476,3.9,1939,1139,644000,2757,248,2509,62.4229234675372,2.10373594486761,9.68443960826986,22.7421109902067,0,0,0,2.35763511062749,0.689154878491114,100,0,34.2741935483871,65.7258064516129,65.2849740932643,34.7150259067358
G3600810023600,2010,New York,36,Queens County,081,023600,Census Tract 236,756,708,48,2638,1371,1267,277,41,1107,0,146,971,223,51.97119029567855,48.02880970432145,10.50037907505686,41.963608794541315,0,1.55420773313116,5.534495830174375,36.808188021228204,8.453373768006065,33.4,3.72,708,555,389,166,68,98,153,107,46,345,340,98,610,4.01,708,145,563,78.38983050847457,21.610169491525426,54.94350282485876,23.44632768361582,15.112994350282486,6.497175141242938,48.728813559322035,48.0225988700565,20.480225988700564,79.51977401129943,1389,0.7199424046076314,19.222462203023756,50.46796256299496,0,26.421886249100073,1356,43.88864306784661,1971,28.361237950279044,24.099441907661085,8.21917808219178,26.382546930492133,12.93759512937595,37106,757,0,41042,19726,1397,0,9.305654974946313,26.77165354330709,6.8718682891911245,2.0042949176807445,3.7938439513242663,13.743736578382249,15.390121689334288,16.893342877594847,0.5726556907659269,1971,1971,42.11060375443937,77.4226281075596,4.2,1941,1160,605100,757,220,537,62.8797886393659,0,2.77410832232497,30.2509907529723,0,0,0,4.09511228533686,0,92.6023778071334,7.39762219286658,10.4545454545455,89.5454545454545,69.2737430167598,30.7262569832402
G3600810023800,2010,New York,36,Queens County,081,023800,Census Tract 238,1483,1408,75,5101,2678,2423,791,97,1428,42,347,2553,105,52.4995099000196,47.5004900999804,15.506763379729465,27.994510880219565,0.8233679670652814,1.901587923936483,6.802587727896491,50.049009998039594,2.0584199176632034,31.8,3.59,1408,1109,695,414,153,261,299,196,103,694,688,145,1263,3.83,1408,126,1282,78.76420454545455,21.235795454545457,49.36079545454545,29.40340909090909,13.920454545454545,7.315340909090909,49.28977272727273,48.86363636363637,8.948863636363637,91.05113636363636,2160,1.9444444444444444,16.11111111111111,68.19444444444444,0,12.685185185185185,2150,51.89674418604651,2854,32.58584442887176,30.798878766643305,10.30133146461107,20.98808689558514,5.325858444288718,41379,1410,2.198581560283688,41442,16237,2180,0,13.440366972477063,15.18348623853211,6.605504587155964,0.9174311926605505,5.825688073394495,4.4036697247706424,26.605504587155966,20.275229357798167,3.7155963302752295,2854,2854,23.160476524176595,80.34337771548704,3.9,1945,995,594200,1410,167,1243,70.9219858156028,2.4113475177305,2.05673758865248,23.1914893617021,0,0,0,0.709219858156028,0.709219858156028,94.4658944658945,5.53410553410553,22.7544910179641,77.2455089820359,65.9694288012872,34.0305711987128
G3600810024000,2010,New York,36,Queens County,081,024000,Census Tract 240,1706,1599,107,5464,2878,2586,1060,87,749,5,471,3200,165,52.672035139092245,47.32796486090776,19.39970717423133,13.707906295754027,0.09150805270863836,1.5922401171303076,8.620058565153734,58.565153733528554,3.019765739385066,33.3,3.3,1599,1154,668,486,196,290,445,331,114,692,683,154,1445,3.69,1599,158,1441,72.17010631644779,27.82989368355222,41.776110068792995,30.393996247654787,20.700437773608506,7.129455909943714,43.277048155096935,42.71419637273296,9.881175734834272,90.11882426516573,2314,4.537597234226447,21.52117545375972,67.84788245462403,0,6.093344857389801,2314,53.204840103716506,3420,34.06432748538012,32.397660818713454,14.035087719298245,16.315789473684212,3.1871345029239766,40329,1562,2.6248399487836105,42330,15718,2408,0,26.287375415282394,19.186046511627907,9.053156146179402,0.8305647840531563,5.0664451827242525,7.6827242524916945,15.199335548172757,6.229235880398671,3.6960132890365447,3420,3420,31.549707602339183,65.78947368421053,3.9,1944,1167,378100,1562,156,1406,66.0051216389245,1.66453265044814,6.40204865556978,23.3674775928297,0,0,0,2.56081946222791,0,91.5990730011587,8.40092699884125,47.4358974358974,52.5641025641026,66.0028449502134,33.9971550497866
G3600810024300,2010,New York,36,Queens County,081,024300,Census Tract 243,1926,1775,151,5440,2768,2672,102,14,1833,9,180,1925,1535,50.882352941176464,49.11764705882353,1.875,33.69485294117647,0.16544117647058823,0.25735294117647056,3.308823529411765,35.38602941176471,28.21691176470588,36.7,3.06,1775,1305,931,374,119,255,470,319,151,641,631,109,1666,3.42,1775,850,925,73.52112676056338,26.478873239436616,52.450704225352105,21.070422535211268,17.971830985915492,8.507042253521128,36.112676056338024,35.54929577464789,47.88732394366197,52.112676056338024,2696,4.821958456973293,33.08605341246291,50.48219584569733,0,8.568249258160238,2631,42.53439756746484,3963,27.37824880141307,33.63613424173606,13.97930860459248,20.767095634620237,4.239212717638153,53241,1798,2.502780867630701,57206,25100,2709,0,19.601328903654487,16.168327796234774,9.929863418235511,1.1443337024732374,6.9398301956441495,6.9029162052417865,14.765596160945,15.023994093761535,3.4699150978220747,3963,3963,37.29497855160232,74.84229119354025,4.8,1953,1429,604400,1798,1015,783,85.650723025584,0,10.622914349277,3.72636262513904,0,0,0,0,0,97.005076142132,2.99492385786802,23.743842364532,76.256157635468,43.8058748403576,56.1941251596424
G3600810024500,2010,New York,36,Queens County,081,024500,Census Tract 245,2150,2057,93,4942,2313,2629,219,40,1172,2,240,1478,1999,46.80291380008094,53.19708619991906,4.43140428976123,23.715095103197086,0.04046944556859571,0.8093889113719142,4.856333468231485,29.906920275192228,40.449210845811415,42.4,2.4,2057,1211,843,368,104,264,846,726,120,502,502,83,1974,3.16,2057,797,1260,58.872143898881866,41.127856101118134,40.98201263976665,17.890131259115215,35.294117647058826,5.83373845405931,24.40447253281478,24.40447253281478,38.74574623237725,61.25425376762274,1726,1.3904982618771726,26.825028968713788,70.79953650057938,0,0.4055619930475087,1716,46.83741258741259,3658,24.71295790049207,32.96883542919628,18.069983597594312,16.757791142700928,7.490431930016403,32100,2091,0,34734,18404,1808,0,15.099557522123893,15.652654867256638,8.241150442477876,0.6084070796460177,12.88716814159292,14.878318584070795,11.670353982300885,5.8628318584070795,3.761061946902655,3658,3658,48.441771459814106,57.76380535811919,4,1962,937,34100,2091,766,1325,54.9019607843137,3.87374461979914,7.41272118603539,32.9985652797704,0,0,0,0.813008130081301,0,100,0,49.0861618798956,50.9138381201044,55.6981132075472,44.3018867924528
G3600810024600,2010,New York,36,Queens County,081,024600,Census Tract 246,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3600810024700,2010,New York,36,Queens County,081,024700,Census Tract 247,528,493,35,1509,782,727,8,26,681,0,57,572,221,51.822398939695155,48.17760106030484,0.5301524188204109,45.12922465208747,0,1.7229953611663356,3.7773359840954273,37.905897945659376,14.645460569913851,34.7,3.06,493,336,229,107,40,67,157,113,44,160,159,39,454,3.52,493,103,390,68.15415821501014,31.845841784989858,46.45030425963489,21.703853955375255,22.920892494929006,8.924949290060852,32.454361054766736,32.25152129817444,20.892494929006087,79.10750507099391,671,0,28.614008941877795,71.3859910581222,0,0,671,41.825633383010434,1001,17.482517482517483,25.674325674325676,14.985014985014985,40.15984015984016,1.6983016983016983,64474,488,0,75385,25034,728,0,8.653846153846153,14.423076923076922,13.461538461538462,1.6483516483516485,8.928571428571429,9.340659340659341,13.461538461538462,14.697802197802199,3.983516483516483,1001,1001,31.26873126873127,83.21678321678321,4,1941,1356,588400,488,128,360,67.6229508196721,2.25409836065574,16.1885245901639,12.9098360655738,0,0,0,0,1.02459016393443,97.6470588235294,2.35294117647059,37.5,62.5,36.6666666666667,63.3333333333333
G3600810024900,2010,New York,36,Queens County,081,024900,Census Tract 249,2202,2099,103,5546,2686,2860,99,23,2425,0,321,1425,1406,48.43130183916336,51.56869816083663,1.7850703209520375,43.72520735665344,0,0.41471330688784713,5.78795528308691,25.69419401370357,25.351604760187524,37.3,2.54,2099,1204,848,356,111,245,895,626,269,536,529,81,2018,3.18,2099,483,1616,57.360647927584566,42.639352072415434,40.40019056693664,16.960457360647926,29.823725583611242,12.815626488804194,25.53596950929014,25.202477370176275,23.0109575988566,76.98904240114341,2807,10.081938012112577,12.14820092625579,70.60919130744567,0,1.10438190238689,2689,41.55410933432503,5074,25.26606227828144,20.023649980291683,9.4402837997635,36.893969255025624,8.37603468663776,62186,2095,5.727923627684964,63952,26579,2897,0,6.6965826717293755,14.290645495340007,2.9340697273041076,1.691404901622368,11.94338971349672,14.877459440800827,25.681739730755954,12.012426648256817,3.382809803244736,5074,5074,41.742215214820654,68.68348443042964,3.8,1952,1274,377800,2095,419,1676,70.2625298329356,0.572792362768496,5.96658711217184,21.0501193317422,0,0,0,0,2.14797136038186,98.729005901044,1.27099409895597,28.6396181384248,71.3603818615752,55.0119331742243,44.9880668257757
G3600810025100,2010,New York,36,Queens County,081,025100,Census Tract 251,2496,2313,183,5720,2843,2877,78,73,1892,3,222,2037,1641,49.70279720279721,50.2972027972028,1.3636363636363635,33.07692307692307,0.05244755244755245,1.2762237762237763,3.8811188811188813,35.61188811188811,28.688811188811187,39.2,2.47,2313,1273,929,344,139,205,1040,813,227,561,555,92,2221,3.22,2313,1057,1256,55.03674881106788,44.96325118893213,40.1642888024211,14.87246000864678,35.1491569390402,9.814094249891916,24.25421530479896,23.994811932555123,45.69822741028967,54.30177258971033,3609,3.8237738985868663,11.831532280410086,73.81546134663341,0.5541701302299806,6.84400110834026,3496,46.950514874141874,4747,21.297661681061722,28.6496734779861,12.112913419001474,30.86159679797767,7.078154623973036,60258,2389,7.869401423189619,55121,26284,3717,0,14.769975786924938,14.743072370191015,2.6096314231907454,1.3182674199623352,12.886736615550177,8.797417271993544,15.684691955878396,15.523271455474847,1.3182674199623352,4747,4747,28.038761322940804,77.45944807246681,3.7,1957,1221,241300,2389,968,1421,63.4993721222269,0,1.04646295521139,35.4541649225617,0,0,0,0,0,100,0,42.5619834710744,57.4380165289256,68.7543983110486,31.2456016889514
G3600810025301,2010,New York,36,Queens County,081,025301,Census Tract 253.01,2071,1948,123,4591,2242,2349,86,58,1115,1,278,1852,1432,48.83467654105859,51.1653234589414,1.873230233064692,24.286647789152692,0.02178174689610107,1.263341319973862,6.055325637116097,40.339795251579176,31.191461555216726,36.1,2.36,1948,975,652,323,117,206,973,688,285,435,431,83,1865,3.18,1948,246,1702,50.05133470225873,49.94866529774127,33.47022587268994,16.581108829568787,35.318275154004105,14.630390143737165,22.3305954825462,22.12525667351129,12.628336755646819,87.37166324435319,2674,3.328347045624533,11.630516080777861,78.27225130890052,0,5.871353777112939,2660,41.3796992481203,3205,21.279251170046802,20.46801872074883,15.413416536661467,33.44773790951638,9.39157566302652,49423,1988,0,64107,28653,2681,0,18.090264826557252,16.59828422230511,9.548675867213726,2.6855650876538606,7.012308839985081,5.706825811264453,19.17195076464006,13.72622155911973,0.6713912719134651,3205,3205,21.716068642745707,69.70358814352574,3.3,1939,1095,425800,1988,263,1725,56.5392354124749,0,2.8672032193159,40.5935613682093,0,0,0,0,0,100,0,69.2015209125475,30.7984790874525,72,28
G3600810025302,2010,New York,36,Queens County,081,025302,Census Tract 253.02,1190,1107,83,2876,1470,1406,62,46,783,0,130,1330,669,51.11265646731572,48.887343532684284,2.1557719054242,27.225312934631436,0,1.5994436717663423,4.520166898470097,46.24478442280946,23.261474269819193,34.3,2.6,1107,600,390,210,93,117,507,358,149,321,317,59,1048,3.4,1107,175,932,54.20054200542005,45.799457994579946,35.230352303523034,18.97018970189702,32.33965672990063,13.459801264679314,28.997289972899733,28.63595302619693,15.808491418247517,84.19150858175249,1720,1.744186046511628,12.906976744186046,77.5,1.686046511627907,2.9069767441860463,1697,39.951090159104304,2223,20.602789023841655,32.25371120107962,10.436347278452542,30.04948268106163,6.657669815564553,47539,1211,2.972749793559042,50667,22445,1732,0,10.623556581986143,17.956120092378754,9.411085450346421,0.9815242494226328,3.233256351039261,7.678983833718245,17.89838337182448,22.806004618937646,3.6374133949191685,2223,2223,23.481781376518217,78.90238416554206,3.3,1945,1112,288800,1211,167,1044,54.6655656482246,1.15606936416185,2.97274979355904,40.2146985962015,0,0,0,0,0.990916597853014,97.5688816855754,2.43111831442464,34.1317365269461,65.8682634730539,61.5900383141762,38.4099616858238
G3600810025400,2010,New York,36,Queens County,081,025400,Census Tract 254,3134,2786,348,8207,3644,4563,6206,141,419,14,337,1343,81,44.40112099427318,55.59887900572682,75.61837455830388,5.105397831119776,0.17058608504934814,1.718045570854149,4.106250761545023,16.364079444376753,0.9869623492140855,32.2,2.91,2786,1912,665,1247,191,1056,874,760,114,1215,1201,305,2481,3.54,2786,686,2100,68.62885857860732,31.37114142139268,23.869346733668344,44.759511844938984,27.27925340990668,4.0918880114860015,43.61091170136396,43.10839913854989,24.623115577889447,75.37688442211056,2244,5.748663101604278,40.730837789661315,50.40106951871658,0,1.3368983957219251,2204,45.80580762250454,4273,34.54247601216944,30.283173414462905,17.247835244558857,13.62040720805055,4.30610812075825,25966,2734,14.337966349670811,32112,15954,2585,0,4.061895551257253,14.970986460348163,11.48936170212766,0,2.282398452611219,8.820116054158607,39.110251450676984,9.32301740812379,6.924564796905222,4273,4273,43.178095015211795,26.819564708635617,4.3,1956,697,395800,2734,524,2210,62.5822970007315,3.84052670080468,11.4850036576445,19.3123628383321,0,0,0,2.7798098024872,0,95.7138035774553,4.28619642254472,19.6564885496183,80.3435114503817,64.8868778280543,35.1131221719457
G3600810025500,2010,New York,36,Queens County,081,025500,Census Tract 255,572,533,39,1507,766,741,19,14,545,0,36,532,391,50.82946250829462,49.170537491705375,1.26078301260783,36.16456536164566,0,0.92899800928998,2.3888520238885205,35.301924353019245,25.94558725945587,35.1,2.83,533,322,228,94,40,54,211,147,64,145,142,29,504,3.47,533,203,330,60.41275797373359,39.587242026266416,42.77673545966229,17.636022514071296,27.5797373358349,12.007504690431519,27.204502814258912,26.641651031894938,38.08630393996248,61.91369606003752,652,12.269938650306749,7.05521472392638,75.30674846625767,0,5.368098159509203,652,46.99079754601227,957,15.673981191222571,19.74921630094044,14.315569487983282,43.05120167189133,7.210031347962382,56354,489,0,71167,30727,663,0,2.865761689291101,8.446455505279035,2.865761689291101,6.184012066365008,13.273001508295627,5.429864253393665,21.87028657616893,25.791855203619914,1.9607843137254901,957,957,25.914315569487982,74.71264367816092,4.4,1950,1364,248900,489,228,261,65.2351738241309,2.65848670756646,3.47648261758691,28.6298568507157,0,0,0,0,0,100,0,35.5263157894737,64.4736842105263,63.9846743295019,36.0153256704981
